,Country,Metric Name,Metric Value
1423,Eritrea,Normalized_Gross,0.0008600862025063301
1162,Eritrea,Normalized_Imports,0.004856583889250654
3511,Eritrea,Radar/Detection Systems_Score,0.011000000000000001
2206,Eritrea,Specialized Equipment_Score,0.009000000000000001
2989,Eritrea,Unmanned Vehicles_Score,0.003
4033,Eritrea,ZZ_loop_score,0.197
1942,Estonia,Aircraft_Score,0.004
1681,Estonia,Country_Score,0.192
115,Estonia,Exports,31.62
637,Estonia,Gross_Deals,782.83
3247,Estonia,Ground Vehicles/Artillery_Score,0.404
2725,Estonia,Helicopters_Score,0.021
376,Estonia,Imports,751.21
2464,Estonia,Missiles/Rockets/Bombs_Score,0.406
3769,Estonia,Naval Vessels_Score,0.28500000000000003
898,Estonia,Normalized_Exports,4.203275955116032e-05
1420,Estonia,Normalized_Gross,0.000985583373941346
1159,Estonia,Normalized_Imports,0.005359021098510509
3508,Estonia,Radar/Detection Systems_Score,0.41900000000000004
2203,Estonia,Specialized Equipment_Score,
2986,Estonia,Unmanned Vehicles_Score,0.0
4030,Estonia,ZZ_loop_score,0.004
1889,Ethiopia,Aircraft_Score,1.566
1628,Ethiopia,Country_Score,1.926
62,Ethiopia,Exports,103.0
584,Ethiopia,Gross_Deals,7713.96
3194,Ethiopia,Ground Vehicles/Artillery_Score,3.004
2672,Ethiopia,Helicopters_Score,2.382
323,Ethiopia,Imports,7610.96
2411,Ethiopia,Missiles/Rockets/Bombs_Score,1.253
3716,Ethiopia,Naval Vessels_Score,1.0959999999999999
845,Ethiopia,Normalized_Exports,0.00013691885622294474
1367,Ethiopia,Normalized_Gross,0.009711879620413862
1106,Ethiopia,Normalized_Imports,0.05429546361193214
3455,Ethiopia,Radar/Detection Systems_Score,0.544
2150,Ethiopia,Specialized Equipment_Score,0.074
2933,Ethiopia,Unmanned Vehicles_Score,1.2959999999999998
3977,Ethiopia,ZZ_loop_score,1.566
2069,European Union**,Aircraft_Score,0.0
1808,European Union**,Country_Score,0.0
242,European Union**,Exports,0.4
764,European Union**,Gross_Deals,0.0
3374,European Union**,Ground Vehicles/Artillery_Score,
2852,European Union**,Helicopters_Score,
503,European Union**,Imports,0.0
2591,European Union**,Missiles/Rockets/Bombs_Score,
3896,European Union**,Naval Vessels_Score,
1025,European Union**,Normalized_Exports,5.317237134871641e-07
1547,European Union**,Normalized_Gross,0.0
1286,European Union**,Normalized_Imports,0.0
3635,European Union**,Radar/Detection Systems_Score,
2330,European Union**,Specialized Equipment_Score,
3113,European Union**,Unmanned Vehicles_Score,
4157,European Union**,ZZ_loop_score,0.0
2070,FAN (Chad)*,Aircraft_Score,
1809,FAN (Chad)*,Country_Score,0.0
243,FAN (Chad)*,Exports,0.0
765,FAN (Chad)*,Gross_Deals,0.0
3375,FAN (Chad)*,Ground Vehicles/Artillery_Score,
2853,FAN (Chad)*,Helicopters_Score,
504,FAN (Chad)*,Imports,0.4
2592,FAN (Chad)*,Missiles/Rockets/Bombs_Score,0.001
3897,FAN (Chad)*,Naval Vessels_Score,
1026,FAN (Chad)*,Normalized_Exports,0.0
1548,FAN (Chad)*,Normalized_Gross,0.0
1287,FAN (Chad)*,Normalized_Imports,2.8535408732634063e-06
3636,FAN (Chad)*,Radar/Detection Systems_Score,
2331,FAN (Chad)*,Specialized Equipment_Score,
3114,FAN (Chad)*,Unmanned Vehicles_Score,
4158,FAN (Chad)*,ZZ_loop_score,
2047,FMLN (El Salvador)*,Aircraft_Score,
1786,FMLN (El Salvador)*,Country_Score,0.001
220,FMLN (El Salvador)*,Exports,1.02
742,FMLN (El Salvador)*,Gross_Deals,4.140000000000001
3352,FMLN (El Salvador)*,Ground Vehicles/Artillery_Score,
2830,FMLN (El Salvador)*,Helicopters_Score,
481,FMLN (El Salvador)*,Imports,3.12
2569,FMLN (El Salvador)*,Missiles/Rockets/Bombs_Score,0.006
3874,FMLN (El Salvador)*,Naval Vessels_Score,
1003,FMLN (El Salvador)*,Normalized_Exports,1.3558954693922684e-06
1525,FMLN (El Salvador)*,Normalized_Gross,5.212262136245638e-06
1264,FMLN (El Salvador)*,Normalized_Imports,2.225761881145457e-05
3613,FMLN (El Salvador)*,Radar/Detection Systems_Score,
2308,FMLN (El Salvador)*,Specialized Equipment_Score,
3091,FMLN (El Salvador)*,Unmanned Vehicles_Score,
4135,FMLN (El Salvador)*,ZZ_loop_score,
2031,FNLA (Angola)*,Aircraft_Score,
1770,FNLA (Angola)*,Country_Score,0.005
204,FNLA (Angola)*,Exports,0.0
726,FNLA (Angola)*,Gross_Deals,0.0
3336,FNLA (Angola)*,Ground Vehicles/Artillery_Score,0.027
2814,FNLA (Angola)*,Helicopters_Score,
465,FNLA (Angola)*,Imports,22.5
2553,FNLA (Angola)*,Missiles/Rockets/Bombs_Score,
3858,FNLA (Angola)*,Naval Vessels_Score,
987,FNLA (Angola)*,Normalized_Exports,0.0
1509,FNLA (Angola)*,Normalized_Gross,0.0
1248,FNLA (Angola)*,Normalized_Imports,0.0001605116741210666
3597,FNLA (Angola)*,Radar/Detection Systems_Score,
2292,FNLA (Angola)*,Specialized Equipment_Score,
3075,FNLA (Angola)*,Unmanned Vehicles_Score,
4119,FNLA (Angola)*,ZZ_loop_score,
2071,FRELIMO (Portugal)*,Aircraft_Score,
1810,FRELIMO (Portugal)*,Country_Score,0.0
244,FRELIMO (Portugal)*,Exports,0.0
766,FRELIMO (Portugal)*,Gross_Deals,0.0
3376,FRELIMO (Portugal)*,Ground Vehicles/Artillery_Score,
2854,FRELIMO (Portugal)*,Helicopters_Score,
505,FRELIMO (Portugal)*,Imports,1.0
2593,FRELIMO (Portugal)*,Missiles/Rockets/Bombs_Score,0.001
3898,FRELIMO (Portugal)*,Naval Vessels_Score,
1027,FRELIMO (Portugal)*,Normalized_Exports,0.0
1549,FRELIMO (Portugal)*,Normalized_Gross,0.0
1288,FRELIMO (Portugal)*,Normalized_Imports,7.133852183158516e-06
3637,FRELIMO (Portugal)*,Radar/Detection Systems_Score,
2332,FRELIMO (Portugal)*,Specialized Equipment_Score,
3115,FRELIMO (Portugal)*,Unmanned Vehicles_Score,
4159,FRELIMO (Portugal)*,ZZ_loop_score,
2008,Fiji,Aircraft_Score,0.001
1747,Fiji,Country_Score,0.013
181,Fiji,Exports,10.0
703,Fiji,Gross_Deals,59.55
3313,Fiji,Ground Vehicles/Artillery_Score,0.002
2791,Fiji,Helicopters_Score,0.011000000000000001
442,Fiji,Imports,49.55
2530,Fiji,Missiles/Rockets/Bombs_Score,
3835,Fiji,Naval Vessels_Score,0.076
964,Fiji,Normalized_Exports,1.3293092837179101e-05
1486,Fiji,Normalized_Gross,7.497348072788107e-05
1225,Fiji,Normalized_Imports,0.00035348237567550445
3574,Fiji,Radar/Detection Systems_Score,
2269,Fiji,Specialized Equipment_Score,
3052,Fiji,Unmanned Vehicles_Score,
4096,Fiji,ZZ_loop_score,0.001
1874,Finland,Aircraft_Score,4.324999999999999
1613,Finland,Country_Score,3.653
47,Finland,Exports,2424.3
569,Finland,Gross_Deals,16056.29
3179,Finland,Ground Vehicles/Artillery_Score,3.672
2657,Finland,Helicopters_Score,0.683
308,Finland,Imports,13631.99
2396,Finland,Missiles/Rockets/Bombs_Score,3.82
3701,Finland,Naval Vessels_Score,1.598
830,Finland,Normalized_Exports,0.0032226444965173296
1352,Finland,Normalized_Gross,0.020214877395067502
1091,Finland,Normalized_Imports,0.09724860162229505
3440,Finland,Radar/Detection Systems_Score,3.979
2135,Finland,Specialized Equipment_Score,1.52
2918,Finland,Unmanned Vehicles_Score,0.086
3962,Finland,ZZ_loop_score,4.324999999999999
1839,France,Aircraft_Score,11.248
1578,France,Country_Score,14.911
12,France,Exports,139033.29
534,France,Gross_Deals,148036.22
3144,France,Ground Vehicles/Artillery_Score,9.038
2622,France,Helicopters_Score,15.347
273,France,Imports,9002.93
2361,France,Missiles/Rockets/Bombs_Score,14.299000000000001
3666,France,Naval Vessels_Score,35.812
795,France,Normalized_Exports,0.18481824314284448
1317,France,Normalized_Gross,0.18637767736689106
1056,France,Normalized_Imports,0.0642255718353233
3405,France,Radar/Detection Systems_Score,29.268
2100,France,Specialized Equipment_Score,22.012
2883,France,Unmanned Vehicles_Score,13.655999999999999
3927,France,ZZ_loop_score,11.248
2044,GUNT (Chad)*,Aircraft_Score,0.002
1783,GUNT (Chad)*,Country_Score,0.002
217,GUNT (Chad)*,Exports,0.0
739,GUNT (Chad)*,Gross_Deals,0.0
3349,GUNT (Chad)*,Ground Vehicles/Artillery_Score,0.004
2827,GUNT (Chad)*,Helicopters_Score,
478,GUNT (Chad)*,Imports,7.529999999999999
2566,GUNT (Chad)*,Missiles/Rockets/Bombs_Score,
3871,GUNT (Chad)*,Naval Vessels_Score,
1000,GUNT (Chad)*,Normalized_Exports,0.0
1522,GUNT (Chad)*,Normalized_Gross,0.0
1261,GUNT (Chad)*,Normalized_Imports,5.371790693918362e-05
3610,GUNT (Chad)*,Radar/Detection Systems_Score,
2305,GUNT (Chad)*,Specialized Equipment_Score,
3088,GUNT (Chad)*,Unmanned Vehicles_Score,
4132,GUNT (Chad)*,ZZ_loop_score,0.002
1946,Gabon,Aircraft_Score,0.213
1685,Gabon,Country_Score,0.157
119,Gabon,Exports,1.0
641,Gabon,Gross_Deals,625.63
3251,Gabon,Ground Vehicles/Artillery_Score,0.133
2729,Gabon,Helicopters_Score,0.14100000000000001
380,Gabon,Imports,624.63
2468,Gabon,Missiles/Rockets/Bombs_Score,0.001
3773,Gabon,Naval Vessels_Score,0.136
902,Gabon,Normalized_Exports,1.32930928371791e-06
1424,Gabon,Normalized_Gross,0.0007876684928259318
1163,Gabon,Normalized_Imports,0.004456018089166304
3512,Gabon,Radar/Detection Systems_Score,0.01
2207,Gabon,Specialized Equipment_Score,0.032
2990,Gabon,Unmanned Vehicles_Score,0.06
4034,Gabon,ZZ_loop_score,0.213
2014,Gambia,Aircraft_Score,0.004
1753,Gambia,Country_Score,0.009000000000000001
187,Gambia,Exports,0.0
709,Gambia,Gross_Deals,0.0
3319,Gambia,Ground Vehicles/Artillery_Score,0.006
2797,Gambia,Helicopters_Score,
448,Gambia,Imports,40.28
2536,Gambia,Missiles/Rockets/Bombs_Score,
3841,Gambia,Naval Vessels_Score,0.048
970,Gambia,Normalized_Exports,0.0
1492,Gambia,Normalized_Gross,0.0
1231,Gambia,Normalized_Imports,0.00028735156593762503
3580,Gambia,Radar/Detection Systems_Score,
2275,Gambia,Specialized Equipment_Score,
3058,Gambia,Unmanned Vehicles_Score,
4102,Gambia,ZZ_loop_score,0.004
1938,Georgia,Aircraft_Score,0.059000000000000004
1677,Georgia,Country_Score,0.22100000000000003
111,Georgia,Exports,213.1
633,Georgia,Gross_Deals,1012.73
3243,Georgia,Ground Vehicles/Artillery_Score,0.526
2721,Georgia,Helicopters_Score,0.101
372,Georgia,Imports,799.63
2460,Georgia,Missiles/Rockets/Bombs_Score,0.22399999999999998
3765,Georgia,Naval Vessels_Score,0.191
894,Georgia,Normalized_Exports,0.00028327580836028663
1416,Georgia,Normalized_Gross,0.001275027592570059
1155,Georgia,Normalized_Imports,0.005704442221219044
3504,Georgia,Radar/Detection Systems_Score,0.297
2199,Georgia,Specialized Equipment_Score,0.021
2982,Georgia,Unmanned Vehicles_Score,0.583
4026,Georgia,ZZ_loop_score,0.059000000000000004
1833,Germany,Aircraft_Score,7.449999999999999
1572,Germany,Country_Score,19.055
6,Germany,Exports,103083.7
528,Germany,Gross_Deals,141531.61
3138,Germany,Ground Vehicles/Artillery_Score,22.073999999999998
2616,Germany,Helicopters_Score,14.432
267,Germany,Imports,38447.909999999996
2355,Germany,Missiles/Rockets/Bombs_Score,26.667999999999996
3660,Germany,Naval Vessels_Score,73.271
789,Germany,Normalized_Exports,0.1370301194099919
1311,Germany,Normalized_Gross,0.17818837002050344
1050,Germany,Normalized_Imports,0.27428170669138213
3399,Germany,Radar/Detection Systems_Score,26.421
2094,Germany,Specialized Equipment_Score,28.279
2877,Germany,Unmanned Vehicles_Score,5.67
3921,Germany,ZZ_loop_score,7.449999999999999
1939,Ghana,Aircraft_Score,0.16999999999999998
1678,Ghana,Country_Score,0.22100000000000003
112,Ghana,Exports,25.06
634,Ghana,Gross_Deals,894.54
3244,Ghana,Ground Vehicles/Artillery_Score,0.147
2722,Ghana,Helicopters_Score,0.299
373,Ghana,Imports,869.48
2461,Ghana,Missiles/Rockets/Bombs_Score,0.012
3766,Ghana,Naval Vessels_Score,0.5329999999999999
895,Ghana,Normalized_Exports,3.331249064997082e-05
1417,Ghana,Normalized_Gross,0.001126226321583858
1156,Ghana,Normalized_Imports,0.0062027417962126664
3505,Ghana,Radar/Detection Systems_Score,0.039
2200,Ghana,Specialized Equipment_Score,0.066
2983,Ghana,Unmanned Vehicles_Score,
4027,Ghana,ZZ_loop_score,0.16999999999999998
1848,Greece,Aircraft_Score,9.515
1587,Greece,Country_Score,10.302
21,Greece,Exports,224.22
543,Greece,Gross_Deals,41057.04
3153,Greece,Ground Vehicles/Artillery_Score,9.99
2631,Greece,Helicopters_Score,6.76
282,Greece,Imports,40832.82
2370,Greece,Missiles/Rockets/Bombs_Score,7.638
3675,Greece,Naval Vessels_Score,19.326
804,Greece,Normalized_Exports,0.0002980577275952298
1326,Greece,Normalized_Gross,0.05169083454548854
1065,Greece,Normalized_Imports,0.2912953021015187
3414,Greece,Radar/Detection Systems_Score,4.6129999999999995
2109,Greece,Specialized Equipment_Score,2.32
2892,Greece,Unmanned Vehicles_Score,1.256
3936,Greece,ZZ_loop_score,9.515
2050,Grenada,Aircraft_Score,
1789,Grenada,Country_Score,0.001
223,Grenada,Exports,0.0
745,Grenada,Gross_Deals,0.0
3355,Grenada,Ground Vehicles/Artillery_Score,0.001
2833,Grenada,Helicopters_Score,
484,Grenada,Imports,6.2
2572,Grenada,Missiles/Rockets/Bombs_Score,
3877,Grenada,Naval Vessels_Score,0.009000000000000001
1006,Grenada,Normalized_Exports,0.0
1528,Grenada,Normalized_Gross,0.0
1267,Grenada,Normalized_Imports,4.42298835355828e-05
3616,Grenada,Radar/Detection Systems_Score,
2311,Grenada,Specialized Equipment_Score,
3094,Grenada,Unmanned Vehicles_Score,
4138,Grenada,ZZ_loop_score,
1960,Guatemala,Aircraft_Score,0.097
1699,Guatemala,Country_Score,0.082
133,Guatemala,Exports,0.0
655,Guatemala,Gross_Deals,0.0
3265,Guatemala,Ground Vehicles/Artillery_Score,0.055999999999999994
2743,Guatemala,Helicopters_Score,0.208
394,Guatemala,Imports,384.53000000000003
2482,Guatemala,Missiles/Rockets/Bombs_Score,
3787,Guatemala,Naval Vessels_Score,0.05
916,Guatemala,Normalized_Exports,0.0
1438,Guatemala,Normalized_Gross,0.0
1177,Guatemala,Normalized_Imports,0.0027431801799899444
3526,Guatemala,Radar/Detection Systems_Score,0.129
2221,Guatemala,Specialized Equipment_Score,0.018000000000000002
3004,Guatemala,Unmanned Vehicles_Score,
4048,Guatemala,ZZ_loop_score,0.097
1961,Guinea,Aircraft_Score,0.034
1700,Guinea,Country_Score,0.08099999999999999
134,Guinea,Exports,0.0
656,Guinea,Gross_Deals,0.0
3266,Guinea,Ground Vehicles/Artillery_Score,0.056999999999999995
2744,Guinea,Helicopters_Score,0.11800000000000001
395,Guinea,Imports,380.51
2483,Guinea,Missiles/Rockets/Bombs_Score,0.008
3788,Guinea,Naval Vessels_Score,0.362
917,Guinea,Normalized_Exports,0.0
1439,Guinea,Normalized_Gross,0.0
1178,Guinea,Normalized_Imports,0.002714502094213647
3527,Guinea,Radar/Detection Systems_Score,0.004
2222,Guinea,Specialized Equipment_Score,
3005,Guinea,Unmanned Vehicles_Score,0.107
4049,Guinea,ZZ_loop_score,0.034
1984,Guinea-Bissau,Aircraft_Score,0.029
1723,Guinea-Bissau,Country_Score,0.039
157,Guinea-Bissau,Exports,0.0
679,Guinea-Bissau,Gross_Deals,0.0
3289,Guinea-Bissau,Ground Vehicles/Artillery_Score,0.024
2767,Guinea-Bissau,Helicopters_Score,0.018000000000000002
418,Guinea-Bissau,Imports,182.13
2506,Guinea-Bissau,Missiles/Rockets/Bombs_Score,0.015
3811,Guinea-Bissau,Naval Vessels_Score,0.146
940,Guinea-Bissau,Normalized_Exports,0.0
1462,Guinea-Bissau,Normalized_Gross,0.0
1201,Guinea-Bissau,Normalized_Imports,0.0012992884981186605
3550,Guinea-Bissau,Radar/Detection Systems_Score,0.002
2245,Guinea-Bissau,Specialized Equipment_Score,
3028,Guinea-Bissau,Unmanned Vehicles_Score,0.054
4072,Guinea-Bissau,ZZ_loop_score,0.029
1993,Guyana,Aircraft_Score,0.01
1732,Guyana,Country_Score,0.027999999999999997
166,Guyana,Exports,2.1
688,Guyana,Gross_Deals,111.28999999999999
3298,Guyana,Ground Vehicles/Artillery_Score,0.011000000000000001
2776,Guyana,Helicopters_Score,0.124
427,Guyana,Imports,109.19
2515,Guyana,Missiles/Rockets/Bombs_Score,0.006
3820,Guyana,Naval Vessels_Score,0.053
949,Guyana,Normalized_Exports,2.791549495807611e-06
1471,Guyana,Normalized_Gross,0.0001401141674257915
1210,Guyana,Normalized_Imports,0.0007789453198790784
3559,Guyana,Radar/Detection Systems_Score,
2254,Guyana,Specialized Equipment_Score,
3037,Guyana,Unmanned Vehicles_Score,
4081,Guyana,ZZ_loop_score,0.01
2010,Haiti,Aircraft_Score,0.016
1749,Haiti,Country_Score,0.011000000000000001
183,Haiti,Exports,0.0
705,Haiti,Gross_Deals,0.0
3315,Haiti,Ground Vehicles/Artillery_Score,0.001
2793,Haiti,Helicopters_Score,0.016
444,Haiti,Imports,50.6
2532,Haiti,Missiles/Rockets/Bombs_Score,
3837,Haiti,Naval Vessels_Score,0.019
966,Haiti,Normalized_Exports,0.0
1488,Haiti,Normalized_Gross,0.0
1227,Haiti,Normalized_Imports,0.00036097292046782093
3576,Haiti,Radar/Detection Systems_Score,
2271,Haiti,Specialized Equipment_Score,0.006
3054,Haiti,Unmanned Vehicles_Score,
4098,Haiti,ZZ_loop_score,0.016
2057,Haiti rebels*,Aircraft_Score,0.004
1796,Haiti rebels*,Country_Score,0.001
230,Haiti rebels*,Exports,0.0
752,Haiti rebels*,Gross_Deals,0.0
3362,Haiti rebels*,Ground Vehicles/Artillery_Score,
2840,Haiti rebels*,Helicopters_Score,
491,Haiti rebels*,Imports,7.0
2579,Haiti rebels*,Missiles/Rockets/Bombs_Score,
3884,Haiti rebels*,Naval Vessels_Score,
1013,Haiti rebels*,Normalized_Exports,0.0
1535,Haiti rebels*,Normalized_Gross,0.0
1274,Haiti rebels*,Normalized_Imports,4.993696528210961e-05
3623,Haiti rebels*,Radar/Detection Systems_Score,
2318,Haiti rebels*,Specialized Equipment_Score,
3101,Haiti rebels*,Unmanned Vehicles_Score,
4145,Haiti rebels*,ZZ_loop_score,0.004
2056,Hamas (Palestine)*,Aircraft_Score,
1795,Hamas (Palestine)*,Country_Score,0.001
229,Hamas (Palestine)*,Exports,0.0
751,Hamas (Palestine)*,Gross_Deals,0.0
3361,Hamas (Palestine)*,Ground Vehicles/Artillery_Score,
2839,Hamas (Palestine)*,Helicopters_Score,
490,Hamas (Palestine)*,Imports,3.05
2578,Hamas (Palestine)*,Missiles/Rockets/Bombs_Score,0.004
3883,Hamas (Palestine)*,Naval Vessels_Score,
1012,Hamas (Palestine)*,Normalized_Exports,0.0
1534,Hamas (Palestine)*,Normalized_Gross,0.0
1273,Hamas (Palestine)*,Normalized_Imports,2.175824915863347e-05
3622,Hamas (Palestine)*,Radar/Detection Systems_Score,
2317,Hamas (Palestine)*,Specialized Equipment_Score,
3100,Hamas (Palestine)*,Unmanned Vehicles_Score,
4144,Hamas (Palestine)*,ZZ_loop_score,
2000,Hezbollah (Lebanon)*,Aircraft_Score,
1739,Hezbollah (Lebanon)*,Country_Score,0.019
173,Hezbollah (Lebanon)*,Exports,0.0
695,Hezbollah (Lebanon)*,Gross_Deals,0.0
3305,Hezbollah (Lebanon)*,Ground Vehicles/Artillery_Score,0.01
2783,Hezbollah (Lebanon)*,Helicopters_Score,
434,Hezbollah (Lebanon)*,Imports,87.7
2522,Hezbollah (Lebanon)*,Missiles/Rockets/Bombs_Score,0.11399999999999999
3827,Hezbollah (Lebanon)*,Naval Vessels_Score,
956,Hezbollah (Lebanon)*,Normalized_Exports,0.0
1478,Hezbollah (Lebanon)*,Normalized_Gross,0.0
1217,Hezbollah (Lebanon)*,Normalized_Imports,0.0006256388364630018
3566,Hezbollah (Lebanon)*,Radar/Detection Systems_Score,
2261,Hezbollah (Lebanon)*,Specialized Equipment_Score,
3044,Hezbollah (Lebanon)*,Unmanned Vehicles_Score,0.036000000000000004
4088,Hezbollah (Lebanon)*,ZZ_loop_score,
1950,Honduras,Aircraft_Score,0.149
1689,Honduras,Country_Score,0.131
123,Honduras,Exports,0.0
645,Honduras,Gross_Deals,0.0
3255,Honduras,Ground Vehicles/Artillery_Score,0.096
2733,Honduras,Helicopters_Score,0.291
384,Honduras,Imports,611.78
2472,Honduras,Missiles/Rockets/Bombs_Score,0.006
3777,Honduras,Naval Vessels_Score,0.174
906,Honduras,Normalized_Exports,0.0
1428,Honduras,Normalized_Gross,0.0
1167,Honduras,Normalized_Imports,0.004364348088612717
3516,Honduras,Radar/Detection Systems_Score,0.051000000000000004
2211,Honduras,Specialized Equipment_Score,0.023
2994,Honduras,Unmanned Vehicles_Score,
4038,Honduras,ZZ_loop_score,0.149
2019,Houthi rebels (Yemen)*,Aircraft_Score,
1758,Houthi rebels (Yemen)*,Country_Score,0.008
192,Houthi rebels (Yemen)*,Exports,0.0
714,Houthi rebels (Yemen)*,Gross_Deals,0.0
3324,Houthi rebels (Yemen)*,Ground Vehicles/Artillery_Score,
2802,Houthi rebels (Yemen)*,Helicopters_Score,
453,Houthi rebels (Yemen)*,Imports,39.2
2541,Houthi rebels (Yemen)*,Missiles/Rockets/Bombs_Score,0.058
3846,Houthi rebels (Yemen)*,Naval Vessels_Score,
975,Houthi rebels (Yemen)*,Normalized_Exports,0.0
1497,Houthi rebels (Yemen)*,Normalized_Gross,0.0
1236,Houthi rebels (Yemen)*,Normalized_Imports,0.00027964700557981385
3585,Houthi rebels (Yemen)*,Radar/Detection Systems_Score,
2280,Houthi rebels (Yemen)*,Specialized Equipment_Score,
3063,Houthi rebels (Yemen)*,Unmanned Vehicles_Score,
4107,Houthi rebels (Yemen)*,ZZ_loop_score,
1879,Hungary,Aircraft_Score,3.0460000000000003
1618,Hungary,Country_Score,3.145
52,Hungary,Exports,424.78
574,Hungary,Gross_Deals,12762.6
3184,Hungary,Ground Vehicles/Artillery_Score,5.231
2662,Hungary,Helicopters_Score,2.9669999999999996
313,Hungary,Imports,12337.82
2401,Hungary,Missiles/Rockets/Bombs_Score,3.034
3706,Hungary,Naval Vessels_Score,
835,Hungary,Normalized_Exports,0.0005646639975376938
1357,Hungary,Normalized_Gross,0.016068119985518978
1096,Hungary,Normalized_Imports,0.0880161841424168
3445,Hungary,Radar/Detection Systems_Score,1.6119999999999999
2140,Hungary,Specialized Equipment_Score,0.356
2923,Hungary,Unmanned Vehicles_Score,4.115
3967,Hungary,ZZ_loop_score,3.0460000000000003
1996,Iceland,Aircraft_Score,0.0
1735,Iceland,Country_Score,0.026
169,Iceland,Exports,5.42
691,Iceland,Gross_Deals,108.42
3301,Iceland,Ground Vehicles/Artillery_Score,
2779,Iceland,Helicopters_Score,
430,Iceland,Imports,103.0
2518,Iceland,Missiles/Rockets/Bombs_Score,
3823,Iceland,Naval Vessels_Score,0.232
952,Iceland,Normalized_Exports,7.204856317751073e-06
1474,Iceland,Normalized_Gross,0.00013650083594486762
1213,Iceland,Normalized_Imports,0.0007347867748653271
3562,Iceland,Radar/Detection Systems_Score,
2257,Iceland,Specialized Equipment_Score,0.021
3040,Iceland,Unmanned Vehicles_Score,
4084,Iceland,ZZ_loop_score,0.0
1829,India,Aircraft_Score,34.443
1568,India,Country_Score,35.388
2,India,Exports,1028.96
524,India,Gross_Deals,141205.68
3134,India,Ground Vehicles/Artillery_Score,36.725
2612,India,Helicopters_Score,18.269
263,India,Imports,140176.72
2351,India,Missiles/Rockets/Bombs_Score,33.550999999999995
3656,India,Naval Vessels_Score,40.934
785,India,Normalized_Exports,0.0013678060805743808
1307,India,Normalized_Gross,0.17777802398232312
1046,India,Normalized_Imports,1.0
3395,India,Radar/Detection Systems_Score,39.884
2090,India,Specialized Equipment_Score,17.726
2873,India,Unmanned Vehicles_Score,30.0
3917,India,ZZ_loop_score,34.443
1859,Indonesia,Aircraft_Score,3.3169999999999997
1598,Indonesia,Country_Score,5.836
32,Indonesia,Exports,708.67
554,Indonesia,Gross_Deals,23631.35
3164,Indonesia,Ground Vehicles/Artillery_Score,2.6020000000000003
2642,Indonesia,Helicopters_Score,3.753
293,Indonesia,Imports,22922.68
2381,Indonesia,Missiles/Rockets/Bombs_Score,2.333
3686,Indonesia,Naval Vessels_Score,16.774
815,Indonesia,Normalized_Exports,0.0009420416100923713
1337,Indonesia,Normalized_Gross,0.029751881843808774
1076,Indonesia,Normalized_Imports,0.16352701076184406
3425,Indonesia,Radar/Detection Systems_Score,4.611
2120,Indonesia,Specialized Equipment_Score,8.136000000000001
2903,Indonesia,Unmanned Vehicles_Score,2.429
3947,Indonesia,ZZ_loop_score,3.3169999999999997
1844,Iran,Aircraft_Score,11.468
1583,Iran,Country_Score,12.19
17,Iran,Exports,1001.31
539,Iran,Gross_Deals,49053.88
3149,Iran,Ground Vehicles/Artillery_Score,15.770999999999999
2627,Iran,Helicopters_Score,14.599
278,Iran,Imports,48052.57
2366,Iran,Missiles/Rockets/Bombs_Score,13.635
3671,Iran,Naval Vessels_Score,8.453
800,Iran,Normalized_Exports,0.0013310506788795804
1322,Iran,Normalized_Gross,0.06175886023186886
1061,Iran,Normalized_Imports,0.3427999314008774
3410,Iran,Radar/Detection Systems_Score,2.493
2105,Iran,Specialized Equipment_Score,1.897
2888,Iran,Unmanned Vehicles_Score,0.434
3932,Iran,ZZ_loop_score,11.468
1842,Iraq,Aircraft_Score,10.118
1581,Iraq,Country_Score,13.478000000000002
15,Iraq,Exports,216.70999999999998
537,Iraq,Gross_Deals,53666.34
3147,Iraq,Ground Vehicles/Artillery_Score,27.496
2625,Iraq,Helicopters_Score,10.213
276,Iraq,Imports,53449.63
2364,Iraq,Missiles/Rockets/Bombs_Score,12.258
3669,Iraq,Naval Vessels_Score,1.772
798,Iraq,Normalized_Exports,0.0002880746148745083
1320,Iraq,Normalized_Gross,0.0675659497519045
1059,Iraq,Normalized_Imports,0.3813017596645149
3408,Iraq,Radar/Detection Systems_Score,3.6229999999999998
2103,Iraq,Specialized Equipment_Score,0.662
2886,Iraq,Unmanned Vehicles_Score,7.973
3930,Iraq,ZZ_loop_score,10.118
1935,Ireland,Aircraft_Score,0.05
1674,Ireland,Country_Score,0.24
108,Ireland,Exports,459.26
630,Ireland,Gross_Deals,1246.65
3240,Ireland,Ground Vehicles/Artillery_Score,0.44600000000000006
2718,Ireland,Helicopters_Score,0.22100000000000003
369,Ireland,Imports,787.39
2457,Ireland,Missiles/Rockets/Bombs_Score,0.017
3762,Ireland,Naval Vessels_Score,0.781
891,Ireland,Normalized_Exports,0.0006104985816402874
1413,Ireland,Normalized_Gross,0.0015695329932730975
1152,Ireland,Normalized_Imports,0.005617123870497184
3501,Ireland,Radar/Detection Systems_Score,0.216
2196,Ireland,Specialized Equipment_Score,0.383
2979,Ireland,Unmanned Vehicles_Score,
4023,Ireland,ZZ_loop_score,0.05
1840,Israel,Aircraft_Score,18.407999999999998
1579,Israel,Country_Score,14.796999999999999
13,Israel,Exports,24727.12
535,Israel,Gross_Deals,74565.9
3145,Israel,Ground Vehicles/Artillery_Score,10.884
