,Country,Metric Name,Metric Value
3690,Canada,Specialized Equipment_Normalized_Gross,10.716828582351432
3429,Canada,Specialized Equipment_Normalized_Imports,10.854812659973364
2907,Canada,Specialized Equipment_Score,10.743
6300,Canada,Unmanned Vehicles_Normalized_Exports,7.3545809549567505
6822,Canada,Unmanned Vehicles_Normalized_Gross,13.405661261599025
6561,Canada,Unmanned Vehicles_Normalized_Imports,15.724742020638347
6039,Canada,Unmanned Vehicles_Score,10.954
10476,Canada,ZZ_loop_export_score,1.2672396052693895
10737,Canada,ZZ_loop_import_score,30.84825573526826
10215,Canada,ZZ_loop_score,13.987
2125,Central African Republic,Aircraft_Normalized_Exports,0.0
2647,Central African Republic,Aircraft_Normalized_Gross,0.0
2386,Central African Republic,Aircraft_Normalized_Imports,0.1829264794179023
1864,Central African Republic,Aircraft_Score,0.079
1603,Central African Republic,Country_Score,0.042
37,Central African Republic,Exports,0.0
559,Central African Republic,Gross_Deals,0.0
7345,Central African Republic,Ground Vehicles/Artillery_Normalized_Exports,0.0
7867,Central African Republic,Ground Vehicles/Artillery_Normalized_Gross,0.0
7606,Central African Republic,Ground Vehicles/Artillery_Normalized_Imports,0.05442713562277766
7084,Central African Republic,Ground Vehicles/Artillery_Score,0.023
5257,Central African Republic,Helicopters_Normalized_Exports,0.0
5779,Central African Republic,Helicopters_Normalized_Gross,0.0
5518,Central African Republic,Helicopters_Normalized_Imports,0.12630430976436843
4996,Central African Republic,Helicopters_Score,0.054
298,Central African Republic,Imports,138.11
4213,Central African Republic,Missiles/Rockets/Bombs_Normalized_Exports,
4735,Central African Republic,Missiles/Rockets/Bombs_Normalized_Gross,
4474,Central African Republic,Missiles/Rockets/Bombs_Normalized_Imports,
3952,Central African Republic,Missiles/Rockets/Bombs_Score,
9433,Central African Republic,Naval Vessels_Normalized_Exports,
9955,Central African Republic,Naval Vessels_Normalized_Gross,
9694,Central African Republic,Naval Vessels_Normalized_Imports,
9172,Central African Republic,Naval Vessels_Score,
820,Central African Republic,Normalized_Exports,0.0
1342,Central African Republic,Normalized_Gross,0.0
1081,Central African Republic,Normalized_Imports,0.0009852563250160227
8389,Central African Republic,Radar/Detection Systems_Normalized_Exports,
8911,Central African Republic,Radar/Detection Systems_Normalized_Gross,
8650,Central African Republic,Radar/Detection Systems_Normalized_Imports,
8128,Central African Republic,Radar/Detection Systems_Score,
3169,Central African Republic,Specialized Equipment_Normalized_Exports,
3691,Central African Republic,Specialized Equipment_Normalized_Gross,
3430,Central African Republic,Specialized Equipment_Normalized_Imports,
2908,Central African Republic,Specialized Equipment_Score,
6301,Central African Republic,Unmanned Vehicles_Normalized_Exports,0.0
6823,Central African Republic,Unmanned Vehicles_Normalized_Gross,0.0
6562,Central African Republic,Unmanned Vehicles_Normalized_Imports,0.17278617710583152
6040,Central African Republic,Unmanned Vehicles_Score,0.074
10477,Central African Republic,ZZ_loop_export_score,0.0
10738,Central African Republic,ZZ_loop_import_score,0.1829264794179023
10216,Central African Republic,ZZ_loop_score,0.079
2126,Chad,Aircraft_Normalized_Exports,0.0
2648,Chad,Aircraft_Normalized_Gross,0.0
2387,Chad,Aircraft_Normalized_Imports,0.4279028356641834
1865,Chad,Aircraft_Score,0.184
1604,Chad,Country_Score,0.21
38,Chad,Exports,19.560000000000002
560,Chad,Gross_Deals,700.94
7346,Chad,Ground Vehicles/Artillery_Normalized_Exports,0.011796021664267565
7868,Chad,Ground Vehicles/Artillery_Normalized_Gross,0.2920524218571809
7607,Chad,Ground Vehicles/Artillery_Normalized_Imports,1.2722589988569115
7085,Chad,Ground Vehicles/Artillery_Score,0.5539999999999999
5258,Chad,Helicopters_Normalized_Exports,0.009049269984421545
5780,Chad,Helicopters_Normalized_Gross,0.10798158875825245
5519,Chad,Helicopters_Normalized_Imports,0.6586987520263132
4997,Chad,Helicopters_Score,0.28800000000000003
299,Chad,Imports,681.38
4214,Chad,Missiles/Rockets/Bombs_Normalized_Exports,0.0
4736,Chad,Missiles/Rockets/Bombs_Normalized_Gross,0.0
4475,Chad,Missiles/Rockets/Bombs_Normalized_Imports,0.07069371324966524
3953,Chad,Missiles/Rockets/Bombs_Score,0.03
9434,Chad,Naval Vessels_Normalized_Exports,
9956,Chad,Naval Vessels_Normalized_Gross,
9695,Chad,Naval Vessels_Normalized_Imports,
9173,Chad,Naval Vessels_Score,
821,Chad,Normalized_Exports,2.6001289589522322e-05
1343,Chad,Normalized_Gross,0.0008824838216859944
1082,Chad,Normalized_Imports,0.004860864200560549
8390,Chad,Radar/Detection Systems_Normalized_Exports,
8912,Chad,Radar/Detection Systems_Normalized_Gross,
8651,Chad,Radar/Detection Systems_Normalized_Imports,
8129,Chad,Radar/Detection Systems_Score,
3170,Chad,Specialized Equipment_Normalized_Exports,0.0
3692,Chad,Specialized Equipment_Normalized_Gross,0.0
3431,Chad,Specialized Equipment_Normalized_Imports,0.11640866288240127
2909,Chad,Specialized Equipment_Score,0.05
6302,Chad,Unmanned Vehicles_Normalized_Exports,0.0
6824,Chad,Unmanned Vehicles_Normalized_Gross,0.0
6563,Chad,Unmanned Vehicles_Normalized_Imports,0.7199424046076314
6041,Chad,Unmanned Vehicles_Score,0.31
10478,Chad,ZZ_loop_export_score,0.0
10739,Chad,ZZ_loop_import_score,0.4279028356641834
10217,Chad,ZZ_loop_score,0.184
2127,Chile,Aircraft_Normalized_Exports,0.011429296903274605
2649,Chile,Aircraft_Normalized_Gross,0.7149712801188461
2388,Chile,Aircraft_Normalized_Imports,4.766466673799225
1866,Chile,Aircraft_Score,2.056
1605,Chile,Country_Score,3.5220000000000002
39,Chile,Exports,188.35
561,Chile,Gross_Deals,11623.16
7347,Chile,Ground Vehicles/Artillery_Normalized_Exports,0.0
7869,Chile,Ground Vehicles/Artillery_Normalized_Gross,0.0
7608,Chile,Ground Vehicles/Artillery_Normalized_Imports,5.62342588186189
7086,Chile,Ground Vehicles/Artillery_Score,2.418
5259,Chile,Helicopters_Normalized_Exports,0.0005210185748606344
5781,Chile,Helicopters_Normalized_Gross,0.824492357170315
5520,Chile,Helicopters_Normalized_Imports,5.465143930293958
4998,Chile,Helicopters_Score,2.35
300,Chile,Imports,11434.81
4215,Chile,Missiles/Rockets/Bombs_Normalized_Exports,0.0
4737,Chile,Missiles/Rockets/Bombs_Normalized_Gross,0.0
4476,Chile,Missiles/Rockets/Bombs_Normalized_Imports,6.078583033802358
3954,Chile,Missiles/Rockets/Bombs_Score,2.614
9435,Chile,Naval Vessels_Normalized_Exports,0.29407853477063106
9957,Chile,Naval Vessels_Normalized_Gross,9.537871978982508
9696,Chile,Naval Vessels_Normalized_Imports,26.94096012678099
9174,Chile,Naval Vessels_Score,11.752
822,Chile,Normalized_Exports,0.00025037540358826833
1344,Chile,Normalized_Gross,0.014633564437566386
1083,Chile,Normalized_Imports,0.08157424428250283
8391,Chile,Radar/Detection Systems_Normalized_Exports,0.0
8913,Chile,Radar/Detection Systems_Normalized_Gross,0.0
8652,Chile,Radar/Detection Systems_Normalized_Imports,4.705962102013786
8130,Chile,Radar/Detection Systems_Score,2.024
3171,Chile,Specialized Equipment_Normalized_Exports,0.0
3693,Chile,Specialized Equipment_Normalized_Gross,0.0
3432,Chile,Specialized Equipment_Normalized_Imports,3.0853018124805196
2910,Chile,Specialized Equipment_Score,1.327
6303,Chile,Unmanned Vehicles_Normalized_Exports,0.0
6825,Chile,Unmanned Vehicles_Normalized_Gross,0.0
6564,Chile,Unmanned Vehicles_Normalized_Imports,1.2143028557715385
6042,Chile,Unmanned Vehicles_Score,0.522
10479,Chile,ZZ_loop_export_score,0.011429296903274605
10740,Chile,ZZ_loop_import_score,4.766466673799225
10218,Chile,ZZ_loop_score,2.056
2128,China,Aircraft_Normalized_Exports,5.260365242666336
2650,China,Aircraft_Normalized_Gross,9.327053298504683
2389,China,Aircraft_Normalized_Imports,28.46919899464687
1867,China,Aircraft_Score,15.24
1606,China,Country_Score,19.985
40,China,Exports,69970.22
562,China,Gross_Deals,117836.24
7348,China,Ground Vehicles/Artillery_Normalized_Exports,19.38504135206437
7870,China,Ground Vehicles/Artillery_Normalized_Gross,19.189398402887377
7609,China,Ground Vehicles/Artillery_Normalized_Imports,2.7782740471496306
7087,China,Ground Vehicles/Artillery_Score,12.244
5260,China,Helicopters_Normalized_Exports,0.4640630180192903
5782,China,Helicopters_Normalized_Gross,6.326300083488076
5521,China,Helicopters_Normalized_Imports,39.01104596518705
4999,China,Helicopters_Score,17.039
301,China,Imports,47866.020000000004
4216,China,Missiles/Rockets/Bombs_Normalized_Exports,6.48714816922088
4738,China,Missiles/Rockets/Bombs_Normalized_Gross,13.062978726762747
4477,China,Missiles/Rockets/Bombs_Normalized_Imports,46.50296057443412
3955,China,Missiles/Rockets/Bombs_Score,23.694000000000003
9436,China,Naval Vessels_Normalized_Exports,33.42476514760977
9958,China,Naval Vessels_Normalized_Gross,44.76425446177246
9697,China,Naval Vessels_Normalized_Imports,36.65366732180912
9175,China,Naval Vessels_Score,34.813
823,China,Normalized_Exports,0.09301206302978458
1345,China,Normalized_Gross,0.14835588696366028
1084,China,Normalized_Imports,0.34146911127610924
8392,China,Radar/Detection Systems_Normalized_Exports,7.163338011643796
8914,China,Radar/Detection Systems_Normalized_Gross,18.32937336830921
8653,China,Radar/Detection Systems_Normalized_Imports,37.292468374891804
8131,China,Radar/Detection Systems_Score,20.119
3172,China,Specialized Equipment_Normalized_Exports,0.8230786313277474
3694,China,Specialized Equipment_Normalized_Gross,25.47654255268452
3433,China,Specialized Equipment_Normalized_Imports,83.27682121707265
2911,China,Specialized Equipment_Score,36.278
6304,China,Unmanned Vehicles_Normalized_Exports,66.91055406091492
6826,China,Unmanned Vehicles_Normalized_Gross,67.02408848064488
6565,China,Unmanned Vehicles_Normalized_Imports,2.3998080153587713
6043,China,Unmanned Vehicles_Score,39.171
10480,China,ZZ_loop_export_score,5.260365242666336
10741,China,ZZ_loop_import_score,28.46919899464687
10219,China,ZZ_loop_score,15.24
2129,Colombia,Aircraft_Normalized_Exports,0.0011257870242759854
2651,Colombia,Aircraft_Normalized_Gross,0.3597906164436318
2390,Colombia,Aircraft_Normalized_Imports,2.429108395414148
1868,Colombia,Aircraft_Score,1.045
1607,Colombia,Country_Score,2.267
41,Colombia,Exports,40.36
563,Colombia,Gross_Deals,7419.969999999999
7349,Colombia,Ground Vehicles/Artillery_Normalized_Exports,0.00014562989708972302
7871,Colombia,Ground Vehicles/Artillery_Normalized_Gross,0.32939193977530873
7610,Colombia,Ground Vehicles/Artillery_Normalized_Imports,1.492062412944251
7088,Colombia,Ground Vehicles/Artillery_Score,0.642
5261,Colombia,Helicopters_Normalized_Exports,0.00795238877418863
5783,Colombia,Helicopters_Normalized_Gross,2.22194905060386
5522,Colombia,Helicopters_Normalized_Imports,14.686578032980233
5000,Colombia,Helicopters_Score,6.32
302,Colombia,Imports,7379.61
4217,Colombia,Missiles/Rockets/Bombs_Normalized_Exports,0.0
4739,Colombia,Missiles/Rockets/Bombs_Normalized_Gross,0.0
4478,Colombia,Missiles/Rockets/Bombs_Normalized_Imports,2.9620421236684997
3956,Colombia,Missiles/Rockets/Bombs_Score,1.274
9437,Colombia,Naval Vessels_Normalized_Exports,0.06156563882148591
9959,Colombia,Naval Vessels_Normalized_Gross,5.203764975456548
9698,Colombia,Naval Vessels_Normalized_Imports,14.975774296718578
9176,Colombia,Naval Vessels_Score,6.4750000000000005
824,Colombia,Normalized_Exports,5.365092269085485e-05
1346,Colombia,Normalized_Gross,0.009341746058714621
1085,Colombia,Normalized_Imports,0.052645046909358416
8393,Colombia,Radar/Detection Systems_Normalized_Exports,0.0
8915,Colombia,Radar/Detection Systems_Normalized_Gross,0.0
8654,Colombia,Radar/Detection Systems_Normalized_Imports,5.422936937500652
8132,Colombia,Radar/Detection Systems_Score,2.332
3173,Colombia,Specialized Equipment_Normalized_Exports,0.0
3695,Colombia,Specialized Equipment_Normalized_Gross,0.0
3434,Colombia,Specialized Equipment_Normalized_Imports,2.8441021184959907
2912,Colombia,Specialized Equipment_Score,1.2229999999999999
6305,Colombia,Unmanned Vehicles_Normalized_Exports,0.0
6827,Colombia,Unmanned Vehicles_Normalized_Gross,0.0
6566,Colombia,Unmanned Vehicles_Normalized_Imports,1.185505159587233
6044,Colombia,Unmanned Vehicles_Score,0.51
10481,Colombia,ZZ_loop_export_score,0.0011257870242759854
10742,Colombia,ZZ_loop_import_score,2.429108395414148
10220,Colombia,ZZ_loop_score,1.045
2130,Comoros,Aircraft_Normalized_Exports,0.001279303436677256
2652,Comoros,Aircraft_Normalized_Gross,0.001933688296374013
2391,Comoros,Aircraft_Normalized_Imports,0.004657537667835888
1869,Comoros,Aircraft_Score,0.003
1608,Comoros,Country_Score,0.003
42,Comoros,Exports,5.0
564,Comoros,Gross_Deals,14.26
7350,Comoros,Ground Vehicles/Artillery_Normalized_Exports,
7872,Comoros,Ground Vehicles/Artillery_Normalized_Gross,
7611,Comoros,Ground Vehicles/Artillery_Normalized_Imports,
7089,Comoros,Ground Vehicles/Artillery_Score,
5262,Comoros,Helicopters_Normalized_Exports,0.0
5784,Comoros,Helicopters_Normalized_Gross,0.0
5523,Comoros,Helicopters_Normalized_Imports,0.05661917334264791
5001,Comoros,Helicopters_Score,0.024
303,Comoros,Imports,9.26
4218,Comoros,Missiles/Rockets/Bombs_Normalized_Exports,
4740,Comoros,Missiles/Rockets/Bombs_Normalized_Gross,
4479,Comoros,Missiles/Rockets/Bombs_Normalized_Imports,
3957,Comoros,Missiles/Rockets/Bombs_Score,
9438,Comoros,Naval Vessels_Normalized_Exports,
9960,Comoros,Naval Vessels_Normalized_Gross,
9699,Comoros,Naval Vessels_Normalized_Imports,
9177,Comoros,Naval Vessels_Score,
825,Comoros,Normalized_Exports,6.6465464185895504e-06
1347,Comoros,Normalized_Gross,1.7953347358179417e-05
1086,Comoros,Normalized_Imports,6.605947121604786e-05
8394,Comoros,Radar/Detection Systems_Normalized_Exports,
8916,Comoros,Radar/Detection Systems_Normalized_Gross,
8655,Comoros,Radar/Detection Systems_Normalized_Imports,
8133,Comoros,Radar/Detection Systems_Score,
3174,Comoros,Specialized Equipment_Normalized_Exports,
3696,Comoros,Specialized Equipment_Normalized_Gross,
3435,Comoros,Specialized Equipment_Normalized_Imports,
2913,Comoros,Specialized Equipment_Score,
6306,Comoros,Unmanned Vehicles_Normalized_Exports,
6828,Comoros,Unmanned Vehicles_Normalized_Gross,
6567,Comoros,Unmanned Vehicles_Normalized_Imports,
6045,Comoros,Unmanned Vehicles_Score,
10482,Comoros,ZZ_loop_export_score,0.001279303436677256
10743,Comoros,ZZ_loop_import_score,0.004657537667835888
10221,Comoros,ZZ_loop_score,0.003
2131,Congo,Aircraft_Normalized_Exports,0.0
2653,Congo,Aircraft_Normalized_Gross,0.0
2392,Congo,Aircraft_Normalized_Imports,0.42336342395169124
1870,Congo,Aircraft_Score,0.182
1609,Congo,Country_Score,0.158
43,Congo,Exports,0.0
565,Congo,Gross_Deals,0.0
7351,Congo,Ground Vehicles/Artillery_Normalized_Exports,0.0
7873,Congo,Ground Vehicles/Artillery_Normalized_Gross,0.0
7612,Congo,Ground Vehicles/Artillery_Normalized_Imports,0.45442903286497793
7090,Congo,Ground Vehicles/Artillery_Score,0.19499999999999998
5263,Congo,Helicopters_Normalized_Exports,0.0
5785,Congo,Helicopters_Normalized_Gross,0.0
5524,Congo,Helicopters_Normalized_Imports,0.9444078113553673
5002,Congo,Helicopters_Score,0.406
304,Congo,Imports,516.48
4219,Congo,Missiles/Rockets/Bombs_Normalized_Exports,0.0
4741,Congo,Missiles/Rockets/Bombs_Normalized_Gross,0.0
4480,Congo,Missiles/Rockets/Bombs_Normalized_Imports,0.05136913419525848
3958,Congo,Missiles/Rockets/Bombs_Score,0.022000000000000002
9439,Congo,Naval Vessels_Normalized_Exports,0.0
9961,Congo,Naval Vessels_Normalized_Gross,0.0
9700,Congo,Naval Vessels_Normalized_Imports,0.15525610932790207
9178,Congo,Naval Vessels_Score,0.067
826,Congo,Normalized_Exports,0.0
1348,Congo,Normalized_Gross,0.0
1087,Congo,Normalized_Imports,0.0036844919755577104
8395,Congo,Radar/Detection Systems_Normalized_Exports,0.0
8917,Congo,Radar/Detection Systems_Normalized_Gross,0.0
8656,Congo,Radar/Detection Systems_Normalized_Imports,0.009385852391828051
8134,Congo,Radar/Detection Systems_Score,0.004
3175,Congo,Specialized Equipment_Normalized_Exports,0.0
3697,Congo,Specialized Equipment_Normalized_Gross,0.0
3436,Congo,Specialized Equipment_Normalized_Imports,0.01487575205190929
2914,Congo,Specialized Equipment_Score,0.006
6307,Congo,Unmanned Vehicles_Normalized_Exports,0.0
6829,Congo,Unmanned Vehicles_Normalized_Gross,0.0
6568,Congo,Unmanned Vehicles_Normalized_Imports,0.32757379409647225
6046,Congo,Unmanned Vehicles_Score,0.14100000000000001
10483,Congo,ZZ_loop_export_score,0.0
10744,Congo,ZZ_loop_import_score,0.42336342395169124
10222,Congo,ZZ_loop_score,0.182
2132,Contras (Nicaragua)*,Aircraft_Normalized_Exports,0.0
2654,Contras (Nicaragua)*,Aircraft_Normalized_Gross,0.0
2393,Contras (Nicaragua)*,Aircraft_Normalized_Imports,0.02176892605618948
1871,Contras (Nicaragua)*,Aircraft_Score,0.009000000000000001
1610,Contras (Nicaragua)*,Country_Score,0.009000000000000001
44,Contras (Nicaragua)*,Exports,0.0
566,Contras (Nicaragua)*,Gross_Deals,0.0
7352,Contras (Nicaragua)*,Ground Vehicles/Artillery_Normalized_Exports,
7874,Contras (Nicaragua)*,Ground Vehicles/Artillery_Normalized_Gross,
7613,Contras (Nicaragua)*,Ground Vehicles/Artillery_Normalized_Imports,
7091,Contras (Nicaragua)*,Ground Vehicles/Artillery_Score,
5264,Contras (Nicaragua)*,Helicopters_Normalized_Exports,0.0
5786,Contras (Nicaragua)*,Helicopters_Normalized_Gross,0.0
5525,Contras (Nicaragua)*,Helicopters_Normalized_Imports,0.007316939324280654
5003,Contras (Nicaragua)*,Helicopters_Score,0.003
305,Contras (Nicaragua)*,Imports,27.74
4220,Contras (Nicaragua)*,Missiles/Rockets/Bombs_Normalized_Exports,0.0
4742,Contras (Nicaragua)*,Missiles/Rockets/Bombs_Normalized_Gross,0.0
4481,Contras (Nicaragua)*,Missiles/Rockets/Bombs_Normalized_Imports,0.0684921789270113
3959,Contras (Nicaragua)*,Missiles/Rockets/Bombs_Score,0.029
9440,Contras (Nicaragua)*,Naval Vessels_Normalized_Exports,
9962,Contras (Nicaragua)*,Naval Vessels_Normalized_Gross,
9701,Contras (Nicaragua)*,Naval Vessels_Normalized_Imports,
9179,Contras (Nicaragua)*,Naval Vessels_Score,
827,Contras (Nicaragua)*,Normalized_Exports,0.0
1349,Contras (Nicaragua)*,Normalized_Gross,0.0
1088,Contras (Nicaragua)*,Normalized_Imports,0.00019789305956081723
8396,Contras (Nicaragua)*,Radar/Detection Systems_Normalized_Exports,
8918,Contras (Nicaragua)*,Radar/Detection Systems_Normalized_Gross,
8657,Contras (Nicaragua)*,Radar/Detection Systems_Normalized_Imports,
8135,Contras (Nicaragua)*,Radar/Detection Systems_Score,
3176,Contras (Nicaragua)*,Specialized Equipment_Normalized_Exports,
3698,Contras (Nicaragua)*,Specialized Equipment_Normalized_Gross,
3437,Contras (Nicaragua)*,Specialized Equipment_Normalized_Imports,
2915,Contras (Nicaragua)*,Specialized Equipment_Score,
6308,Contras (Nicaragua)*,Unmanned Vehicles_Normalized_Exports,
6830,Contras (Nicaragua)*,Unmanned Vehicles_Normalized_Gross,
6569,Contras (Nicaragua)*,Unmanned Vehicles_Normalized_Imports,
6047,Contras (Nicaragua)*,Unmanned Vehicles_Score,
10484,Contras (Nicaragua)*,ZZ_loop_export_score,0.0
10745,Contras (Nicaragua)*,ZZ_loop_import_score,0.02176892605618948
10223,Contras (Nicaragua)*,ZZ_loop_score,0.009000000000000001
2133,Costa Rica,Aircraft_Normalized_Exports,0.0
2655,Costa Rica,Aircraft_Normalized_Gross,0.0
2394,Costa Rica,Aircraft_Normalized_Imports,0.005163791762165876
1872,Costa Rica,Aircraft_Score,0.002
1611,Costa Rica,Country_Score,0.009000000000000001
45,Costa Rica,Exports,3.1799999999999997
567,Costa Rica,Gross_Deals,31.52
7353,Costa Rica,Ground Vehicles/Artillery_Normalized_Exports,0.0
7875,Costa Rica,Ground Vehicles/Artillery_Normalized_Gross,0.0
7614,Costa Rica,Ground Vehicles/Artillery_Normalized_Imports,0.004268794950806091
7092,Costa Rica,Ground Vehicles/Artillery_Score,0.002
5265,Costa Rica,Helicopters_Normalized_Exports,0.004360102810675835
5787,Costa Rica,Helicopters_Normalized_Gross,0.015838700564637855
5526,Costa Rica,Helicopters_Normalized_Imports,0.07735050142810976
5004,Costa Rica,Helicopters_Score,0.036000000000000004
306,Costa Rica,Imports,28.34
4221,Costa Rica,Missiles/Rockets/Bombs_Normalized_Exports,
4743,Costa Rica,Missiles/Rockets/Bombs_Normalized_Gross,
4482,Costa Rica,Missiles/Rockets/Bombs_Normalized_Imports,
3960,Costa Rica,Missiles/Rockets/Bombs_Score,
9441,Costa Rica,Naval Vessels_Normalized_Exports,0.0
9963,Costa Rica,Naval Vessels_Normalized_Gross,0.0
9702,Costa Rica,Naval Vessels_Normalized_Imports,0.04496676944237756
9180,Costa Rica,Naval Vessels_Score,0.019
828,Costa Rica,Normalized_Exports,4.227203522222953e-06
1350,Costa Rica,Normalized_Gross,3.9683696264362916e-05
1089,Costa Rica,Normalized_Imports,0.00020217337087071233
8397,Costa Rica,Radar/Detection Systems_Normalized_Exports,
8919,Costa Rica,Radar/Detection Systems_Normalized_Gross,
8658,Costa Rica,Radar/Detection Systems_Normalized_Imports,
8136,Costa Rica,Radar/Detection Systems_Score,
3177,Costa Rica,Specialized Equipment_Normalized_Exports,0.0
3699,Costa Rica,Specialized Equipment_Normalized_Gross,0.0
3438,Costa Rica,Specialized Equipment_Normalized_Imports,0.08854614316612673
2916,Costa Rica,Specialized Equipment_Score,0.038
6309,Costa Rica,Unmanned Vehicles_Normalized_Exports,
6831,Costa Rica,Unmanned Vehicles_Normalized_Gross,
6570,Costa Rica,Unmanned Vehicles_Normalized_Imports,
6048,Costa Rica,Unmanned Vehicles_Score,
10485,Costa Rica,ZZ_loop_export_score,0.0
10746,Costa Rica,ZZ_loop_import_score,0.005163791762165876
10224,Costa Rica,ZZ_loop_score,0.002
2134,Cote d'Ivoire,Aircraft_Normalized_Exports,0.0002558606873354512
2656,Cote d'Ivoire,Aircraft_Normalized_Gross,0.041083400698863855
2395,Cote d'Ivoire,Aircraft_Normalized_Imports,0.27653286145951705
1873,Cote d'Ivoire,Aircraft_Score,0.11900000000000001
1612,Cote d'Ivoire,Country_Score,0.147
46,Cote d'Ivoire,Exports,1.0
568,Cote d'Ivoire,Gross_Deals,478.82
7354,Cote d'Ivoire,Ground Vehicles/Artillery_Normalized_Exports,0.0
7876,Cote d'Ivoire,Ground Vehicles/Artillery_Normalized_Gross,0.0
7615,Cote d'Ivoire,Ground Vehicles/Artillery_Normalized_Imports,0.3481834696449153
7093,Cote d'Ivoire,Ground Vehicles/Artillery_Score,0.15
5266,Cote d'Ivoire,Helicopters_Normalized_Exports,0.0
5788,Cote d'Ivoire,Helicopters_Normalized_Gross,0.0
5527,Cote d'Ivoire,Helicopters_Normalized_Imports,0.9241991217930682
5005,Cote d'Ivoire,Helicopters_Score,0.39699999999999996
307,Cote d'Ivoire,Imports,477.82
4222,Cote d'Ivoire,Missiles/Rockets/Bombs_Normalized_Exports,0.0
4744,Cote d'Ivoire,Missiles/Rockets/Bombs_Normalized_Gross,0.0
4483,Cote d'Ivoire,Missiles/Rockets/Bombs_Normalized_Imports,0.003228917006559105
3961,Cote d'Ivoire,Missiles/Rockets/Bombs_Score,0.001
9442,Cote d'Ivoire,Naval Vessels_Normalized_Exports,0.0
9964,Cote d'Ivoire,Naval Vessels_Normalized_Gross,0.0
9703,Cote d'Ivoire,Naval Vessels_Normalized_Imports,0.6566758401943117
9181,Cote d'Ivoire,Naval Vessels_Score,0.28200000000000003
829,Cote d'Ivoire,Normalized_Exports,1.32930928371791e-06
1351,Cote d'Ivoire,Normalized_Gross,0.0006028346270717719
1090,Cote d'Ivoire,Normalized_Imports,0.003408697250156802
8398,Cote d'Ivoire,Radar/Detection Systems_Normalized_Exports,
8920,Cote d'Ivoire,Radar/Detection Systems_Normalized_Gross,
8659,Cote d'Ivoire,Radar/Detection Systems_Normalized_Imports,
8137,Cote d'Ivoire,Radar/Detection Systems_Score,
3178,Cote d'Ivoire,Specialized Equipment_Normalized_Exports,0.0
3700,Cote d'Ivoire,Specialized Equipment_Normalized_Gross,0.0
3439,Cote d'Ivoire,Specialized Equipment_Normalized_Imports,0.0462801174948289
2917,Cote d'Ivoire,Specialized Equipment_Score,0.02
6310,Cote d'Ivoire,Unmanned Vehicles_Normalized_Exports,0.0
6832,Cote d'Ivoire,Unmanned Vehicles_Normalized_Gross,0.0
6571,Cote d'Ivoire,Unmanned Vehicles_Normalized_Imports,0.1175905927525798
6049,Cote d'Ivoire,Unmanned Vehicles_Score,0.051000000000000004
10486,Cote d'Ivoire,ZZ_loop_export_score,0.0002558606873354512
10747,Cote d'Ivoire,ZZ_loop_import_score,0.27653286145951705
10225,Cote d'Ivoire,ZZ_loop_score,0.11900000000000001
2135,Croatia,Aircraft_Normalized_Exports,0.0006908238558057183
2657,Croatia,Aircraft_Normalized_Gross,0.0858373205479325
2396,Croatia,Aircraft_Normalized_Imports,0.5767415393971999
1874,Croatia,Aircraft_Score,0.248
1613,Croatia,Country_Score,0.29
47,Croatia,Exports,55.98
569,Croatia,Gross_Deals,988.1
7355,Croatia,Ground Vehicles/Artillery_Normalized_Exports,0.012906449629576704
7877,Croatia,Ground Vehicles/Artillery_Normalized_Gross,0.17792310815507806
7616,Croatia,Ground Vehicles/Artillery_Normalized_Imports,0.7502407126041704
7094,Croatia,Ground Vehicles/Artillery_Score,0.33
5267,Croatia,Helicopters_Normalized_Exports,0.05361006915013369
5789,Croatia,Helicopters_Normalized_Gross,0.3615583968030516
5528,Croatia,Helicopters_Normalized_Imports,2.057453652851298
5006,Croatia,Helicopters_Score,0.915
308,Croatia,Imports,932.12
4223,Croatia,Missiles/Rockets/Bombs_Normalized_Exports,0.0
4745,Croatia,Missiles/Rockets/Bombs_Normalized_Gross,0.0
4484,Croatia,Missiles/Rockets/Bombs_Normalized_Imports,0.2008777761959346
3962,Croatia,Missiles/Rockets/Bombs_Score,0.086
9443,Croatia,Naval Vessels_Normalized_Exports,0.0
9965,Croatia,Naval Vessels_Normalized_Gross,0.0
9704,Croatia,Naval Vessels_Normalized_Imports,0.25300995594176634
9182,Croatia,Naval Vessels_Score,0.109
830,Croatia,Normalized_Exports,7.44147337025286e-05
1352,Croatia,Normalized_Gross,0.0012440184098609453
1091,Croatia,Normalized_Imports,0.006649606296965716
8399,Croatia,Radar/Detection Systems_Normalized_Exports,0.0
8921,Croatia,Radar/Detection Systems_Normalized_Gross,0.0
8660,Croatia,Radar/Detection Systems_Normalized_Imports,0.7691184598859098
8138,Croatia,Radar/Detection Systems_Score,0.331
3179,Croatia,Specialized Equipment_Normalized_Exports,0.0
3701,Croatia,Specialized Equipment_Normalized_Gross,0.0
3440,Croatia,Specialized Equipment_Normalized_Imports,0.19220416143260577
2918,Croatia,Specialized Equipment_Score,0.083
6311,Croatia,Unmanned Vehicles_Normalized_Exports,0.0
6833,Croatia,Unmanned Vehicles_Normalized_Gross,0.0
6572,Croatia,Unmanned Vehicles_Normalized_Imports,0.4799616030717543
6050,Croatia,Unmanned Vehicles_Score,0.20600000000000002
10487,Croatia,ZZ_loop_export_score,0.0006908238558057183
